Galaxy in Pair of Galaxies ; NGC 1 
Brightest galaxy in a Cluster (BCG) ; NGC 2235 
Open (galactic) Cluster ; NGC 2236 
Cluster of Stars ; NGC 2237 
HII (ionized) region ; NGC 2238 
Open (galactic) Cluster ; NGC 2240 
Cluster of Stars ; NGC 2241 
Planetary Nebula ; NGC 2242 
Open (galactic) Cluster ; NGC 2243 
Open (galactic) Cluster ; NGC 2244 
Reflection Nebula ; NGC 2245 
Galactic Nebula ; NGC 2246 
Reflection Nebula ; NGC 2247 
Possible (open) star cluster ; NGC 2248 
Globular Cluster ; NGC 2249 
Open (galactic) Cluster ; NGC 2250 
Open (galactic) Cluster ; NGC 2251 
Open (galactic) Cluster ; NGC 2252 
Galaxy ; NGC 2253 
Open (galactic) Cluster ; NGC 2254 
Brightest galaxy in a Cluster (BCG) ; NGC 2255 
Galaxy in Group of Galaxies ; NGC 2256 
Cluster of Stars ; NGC 2257 
Active Galaxy Nucleus ; NGC 2258 
Open (galactic) Cluster ; NGC 2259 
Open (galactic) Cluster ; NGC 2260 
Open (galactic) Cluster ; NGC 2262 
Galaxy in Group of Galaxies ; NGC 2263 
Open (galactic) Cluster ; NGC 2264 
Open (galactic) Cluster ; NGC 2265 
Open (galactic) Cluster ; NGC 2266 
Galaxy ; NGC 2267 
Galaxy in Group of Galaxies ; NGC 2268 
Open (galactic) Cluster ; NGC 2269 
Open (galactic) Cluster ; NGC 2270 
Galaxy ; NGC 2271 
Galaxy in Group of Galaxies ; NGC 2272 
Seyfert 2 Galaxy ; NGC 2273 
Galaxy in Pair of Galaxies ; NGC 2274 
Galaxy in Pair of Galaxies ; NGC 2275 
Interacting Galaxies ; NGC 2276 
Emission-line galaxy ; NGC 2280 
Open (galactic) Cluster ; NGC 2281 
Reflection Nebula ; NGC 2282 
Galaxy ; NGC 2283 
Open (galactic) Cluster ; NGC 2286 
Galaxy in Group of Galaxies ; NGC 2288 
Galaxy in Group of Galaxies ; NGC 2289 
Galaxy in Group of Galaxies ; NGC 2290 
Galaxy in Group of Galaxies ; NGC 2291 
Interacting Galaxies ; NGC 2292 
Interacting Galaxies ; NGC 2293 
Galaxy in Group of Galaxies ; NGC 2294 
Galaxy in Group of Galaxies ; NGC 2295 
Reflection Nebula ; NGC 2296 
Galaxy in Group of Galaxies ; NGC 2297 
Globular Cluster ; NGC 2298 
Interacting Galaxies ; NGC 2300 
Open (galactic) Cluster ; NGC 2301 
Open (galactic) Cluster ; NGC 2302 
Galaxy in Group of Galaxies ; NGC 2303 
Open (galactic) Cluster ; NGC 2304 
Galaxy in Group of Galaxies ; NGC 2305 
Open (galactic) Cluster ; NGC 2306 
Galaxy in Group of Galaxies ; NGC 2307 
Galaxy in Group of Galaxies ; NGC 2308 
Open (galactic) Cluster ; NGC 2309 
Galaxy ; NGC 2310 
Open (galactic) Cluster ; NGC 2311 
Open (galactic) Cluster ; NGC 2312 
Galaxy in Group of Galaxies ; NGC 2314 
Radio Galaxy ; NGC 2315 
Cluster of Stars ; NGC 2316 
Open (galactic) Cluster ; NGC 2318 
Not an object (error, artefact, ...) ; NGC 2319 
Galaxy in Group of Galaxies ; NGC 2320 
Galaxy in Group of Galaxies ; NGC 2321 
Galaxy in Group of Galaxies ; NGC 2322 
Open (galactic) Cluster ; NGC 2323 
Open (galactic) Cluster ; NGC 2324 
Active Galaxy Nucleus ; NGC 2325 
Radio Galaxy ; NGC 2326 
Reflection Nebula ; NGC 2327 
Galaxy ; NGC 2328 
Active Galaxy Nucleus ; NGC 2329 
Galaxy in Cluster of Galaxies ; NGC 2330 
Open (galactic) Cluster ; NGC 2331 
Blazar ; NGC 2332 
Galaxy in Group of Galaxies ; NGC 2333 
Open (galactic) Cluster ; NGC 2335 
Galaxy in Pair of Galaxies ; NGC 2336 
Galaxy ; NGC 2337 
Open (galactic) Cluster ; NGC 2338 
HII Galaxy ; NGC 2339 
Galaxy in Group of Galaxies ; NGC 2340 
Galaxy ; NGC 2341 
HII Galaxy ; NGC 2342 
Open (galactic) Cluster ; NGC 2343 
Radio Galaxy ; NGC 2344 
Open (galactic) Cluster ; NGC 2345 
Planetary Nebula ; NGC 2346 
LINER-type Active Galaxy Nucleus ; NGC 2347 
Cluster of Stars ; NGC 2348 
Open (galactic) Cluster ; NGC 2349 
Galaxy ; NGC 2350 
Open (galactic) Cluster ; NGC 2351 
Open (galactic) Cluster ; NGC 2352 
Open (galactic) Cluster ; NGC 2353 
Open (galactic) Cluster ; NGC 2354 
Open (galactic) Cluster ; NGC 2355 
Galaxy in Group of Galaxies ; NGC 2357 
Open (galactic) Cluster ; NGC 2358 
HII (ionized) region ; NGC 2359 
Open (galactic) Cluster ; NGC 2360 
Open (galactic) Cluster ; NGC 2362 
Galaxy ; NGC 2363 
Open (galactic) Cluster ; NGC 2364 
Galaxy in Group of Galaxies ; NGC 2365 
HII Galaxy ; NGC 2366 
Open (galactic) Cluster ; NGC 2367 
Open (galactic) Cluster ; NGC 2368 
Galaxy in Group of Galaxies ; NGC 2369 
Galaxy in Group of Galaxies ; NGC 2370 
Planetary Nebula ; NGC 2371 
Galaxy ; NGC 2373 
Open (galactic) Cluster ; NGC 2374 
Galaxy ; NGC 2375 
Galaxy ; NGC 2376 
Active Galaxy Nucleus ; NGC 2377 
Composite object ; NGC 2378 
Galaxy in Group of Galaxies ; NGC 2379 
Galaxy in Group of Galaxies ; NGC 2380 
Galaxy in Group of Galaxies ; NGC 2381 
Open (galactic) Cluster ; NGC 2383 
Open (galactic) Cluster ; NGC 2384 
Galaxy in Group of Galaxies ; NGC 2385 
Galaxy ; NGC 2387 
Galaxy in Group of Galaxies ; NGC 2388 
Galaxy in Group of Galaxies ; NGC 2389 
Cluster of Stars ; NGC 2391 
Planetary Nebula ; NGC 2392 
Galaxy ; NGC 2393 
~   ; NGC 2394 
Open (galactic) Cluster ; NGC 2396 
Galaxy in Group of Galaxies ; NGC 2397 
Galaxy ; NGC 2398 
Open (galactic) Cluster ; NGC 2401 
Galaxy ; NGC 2402 
Active Galaxy Nucleus ; NGC 2403 
Galaxy ; NGC 2405 
Galaxy in Group of Galaxies ; NGC 2406 
Galaxy in Group of Galaxies ; NGC 2407 
Open (galactic) Cluster ; NGC 2408 
Open (galactic) Cluster ; NGC 2409 
Seyfert 2 Galaxy ; NGC 2410 
Galaxy in Group of Galaxies ; NGC 2411 
Open (galactic) Cluster ; NGC 2413 
Open (galactic) Cluster ; NGC 2414 
Blue compact Galaxy ; NGC 2415 
Galaxy ; NGC 2416 
Galaxy in Group of Galaxies ; NGC 2417 
Interacting Galaxies ; NGC 2418 
Globular Cluster ; NGC 2419 
Open (galactic) Cluster ; NGC 2420 
Open (galactic) Cluster ; NGC 2421 
Open (galactic) Cluster ; NGC 2422 
Open (galactic) Cluster ; NGC 2423 
LINER-type Active Galaxy Nucleus ; NGC 2424 
Open (galactic) Cluster ; NGC 2425 
Galaxy in Pair of Galaxies ; NGC 2426 
Galaxy in Group of Galaxies ; NGC 2427 
Open (galactic) Cluster ; NGC 2428 
Galaxy in Group of Galaxies ; NGC 2429 
Open (galactic) Cluster ; NGC 2430 
Galaxy in Group of Galaxies ; NGC 2431 
Open (galactic) Cluster ; NGC 2432 
Double or multiple star ; NGC 2433 
Galaxy in Group of Galaxies ; NGC 2434 
Galaxy ; NGC 2435 
Open (galactic) Cluster ; NGC 2437 
Planetary Nebula ; NGC 2438 
Open (galactic) Cluster ; NGC 2439 
Planetary Nebula ; NGC 2440 
Galaxy in Group of Galaxies ; NGC 2441 
LINER-type Active Galaxy Nucleus ; NGC 2442 
Interacting Galaxies ; NGC 2444 
Galaxy in Pair of Galaxies ; NGC 2445 
Galaxy in Group of Galaxies ; NGC 2446 
Open (galactic) Cluster ; NGC 2447 
Open (galactic) Cluster ; NGC 2448 
LINER-type Active Galaxy Nucleus ; NGC 2449 
Radio Galaxy ; NGC 2450 
Cluster of Stars ; NGC 2451 
Planetary Nebula ; NGC 2452 
Open (galactic) Cluster ; NGC 2453 
LINER-type Active Galaxy Nucleus ; NGC 2454 
Open (galactic) Cluster ; NGC 2455 
Galaxy in Group of Galaxies ; NGC 2456 
Galaxy ; NGC 2457 
Galaxy ; NGC 2458 
Possible (open) star cluster ; NGC 2459 
Active Galaxy Nucleus ; NGC 2460 
Galaxy in Group of Galaxies ; NGC 2462 
Galaxy in Group of Galaxies ; NGC 2463 
Galaxy ; NGC 2466 
HII (ionized) region ; NGC 2467 
Galaxy in Group of Galaxies ; NGC 2468 
Galaxy ; NGC 2469 
Galaxy ; NGC 2470 
Galaxy ; NGC 2472 
Galaxy ; NGC 2473 
Galaxy in Pair of Galaxies ; NGC 2474 
Galaxy in Pair of Galaxies ; NGC 2475 
Galaxy in Group of Galaxies ; NGC 2476 
Open (galactic) Cluster ; NGC 2477 
Open (galactic) Cluster ; NGC 2479 
Galaxy in Pair of Galaxies ; NGC 2480 
Galaxy in Pair of Galaxies ; NGC 2481 
Open (galactic) Cluster ; NGC 2482 
Open (galactic) Cluster ; NGC 2483 
Galaxy ; NGC 2485 
Seyfert 2 Galaxy ; NGC 2486 
LINER-type Active Galaxy Nucleus ; NGC 2487 
Galaxy in Group of Galaxies ; NGC 2488 
Open (galactic) Cluster ; NGC 2489 
Galaxy ; NGC 2490 
Brightest galaxy in a Cluster (BCG) ; NGC 2491 
Galaxy in Group of Galaxies ; NGC 2492 
Galaxy in Group of Galaxies ; NGC 2493 
Emission-line galaxy ; NGC 2494 
Galaxy ; NGC 2495 
Radio Galaxy ; NGC 2496 
Galaxy in Group of Galaxies ; NGC 2497 
Galaxy ; NGC 2498 
Galaxy ; NGC 2499 
Low Surface Brightness Galaxy ; NGC 2500 
Galaxy ; NGC 2501 
Galaxy in Group of Galaxies ; NGC 2502 
Emission-line galaxy ; NGC 2503 
Galaxy ; NGC 2504 
Galaxy ; NGC 2505 
Open (galactic) Cluster ; NGC 2506 
Galaxy in Group of Galaxies ; NGC 2507 
LINER-type Active Galaxy Nucleus ; NGC 2508 
Open (galactic) Cluster ; NGC 2509 
Galaxy in Group of Galaxies ; NGC 2510 
Galaxy in Group of Galaxies ; NGC 2511 
Galaxy in Group of Galaxies ; NGC 2512 
Galaxy in Group of Galaxies ; NGC 2513 
Galaxy ; NGC 2514 
Open (galactic) Cluster ; NGC 2516 
Galaxy ; NGC 2517 
Galaxy ; NGC 2518 
Galaxy ; NGC 2521 
LINER-type Active Galaxy Nucleus ; NGC 2522 
Interacting Galaxies ; NGC 2523 
LINER-type Active Galaxy Nucleus ; NGC 2524 
Emission-line galaxy ; NGC 2525 
Galaxy in Pair of Galaxies ; NGC 2526 
Open (galactic) Cluster ; NGC 2527 
Radio Galaxy ; NGC 2528 
Galaxy in Group of Galaxies ; NGC 2529 
Galaxy ; NGC 2532 
Open (galactic) Cluster ; NGC 2533 
LINER-type Active Galaxy Nucleus ; NGC 2534 
Radio Galaxy ; NGC 2535 
Galaxy in Pair of Galaxies ; NGC 2536 
Interacting Galaxies ; NGC 2537 
Galaxy ; NGC 2538 
Open (galactic) Cluster ; NGC 2539 
Possible Quasar ; NGC 2540 
Galaxy in Group of Galaxies ; NGC 2541 
Galaxy in Pair of Galaxies ; NGC 2543 
Galaxy in Pair of Galaxies ; NGC 2544 
Active Galaxy Nucleus ; NGC 2545 
Open (galactic) Cluster ; NGC 2546 
Open (galactic) Cluster ; NGC 2547 
Open (galactic) Cluster ; NGC 2548 
Galaxy ; NGC 2549 
Galaxy in Group of Galaxies ; NGC 2550 
Galaxy in Group of Galaxies ; NGC 2551 
Galaxy ; NGC 2552 
Galaxy in Group of Galaxies ; NGC 2553 
Seyfert 2 Galaxy ; NGC 2554 
Galaxy ; NGC 2555 
Galaxy in Group of Galaxies ; NGC 2556 
LINER-type Active Galaxy Nucleus ; NGC 2557 
LINER-type Active Galaxy Nucleus ; NGC 2558 
Galaxy in Group of Galaxies ; NGC 2559 
LINER-type Active Galaxy Nucleus ; NGC 2560 
Galaxy in Group of Galaxies ; NGC 2561 
LINER-type Active Galaxy Nucleus ; NGC 2562 
Galaxy in Group of Galaxies ; NGC 2563 
Galaxy ; NGC 2564 
Galaxy in Group of Galaxies ; NGC 2565 
Galaxy in Group of Galaxies ; NGC 2566 
Open (galactic) Cluster ; NGC 2567 
LINER-type Active Galaxy Nucleus ; NGC 2569 
Galaxy in Cluster of Galaxies ; NGC 2570 
Open (galactic) Cluster ; NGC 2571 
LINER-type Active Galaxy Nucleus ; NGC 2572 
Galaxy ; NGC 2573 
Galaxy ; NGC 2574 
Galaxy in Group of Galaxies ; NGC 2575 
LINER-type Active Galaxy Nucleus ; NGC 2576 
Galaxy in Pair of Galaxies ; NGC 2577 
Active Galaxy Nucleus ; NGC 2578 
Open (galactic) Cluster ; NGC 2579 
Open (galactic) Cluster ; NGC 2580 
Galaxy ; NGC 2581 
LINER-type Active Galaxy Nucleus ; NGC 2582 
Galaxy ; NGC 2583 
Emission-line galaxy ; NGC 2584 
Emission-line galaxy ; NGC 2585 
Galaxy ; NGC 2586 
Open (galactic) Cluster ; NGC 2587 
Open (galactic) Cluster ; NGC 2588 
Emission-line galaxy ; NGC 2590 
Galaxy in Group of Galaxies ; NGC 2591 
Galaxy ; NGC 2592 
LINER-type Active Galaxy Nucleus ; NGC 2593 
Galaxy ; NGC 2594 
HII Galaxy ; NGC 2595 
Radio Galaxy ; NGC 2596 
Galaxy in Group of Galaxies ; NGC 2597 
Possible Quasar ; NGC 2599 
LINER-type Active Galaxy Nucleus ; NGC 2600 
Galaxy ; NGC 2601 
Brightest galaxy in a Cluster (BCG) ; NGC 2602 
LINER-type Active Galaxy Nucleus ; NGC 2603 
Galaxy in Pair of Galaxies ; NGC 2604 
Galaxy ; NGC 2605 
LINER-type Active Galaxy Nucleus ; NGC 2607 
Interacting Galaxies ; NGC 2608 
Open (galactic) Cluster ; NGC 2609 
Planetary Nebula ; NGC 2610 
Radio Galaxy ; NGC 2611 
Galaxy ; NGC 2612 
Emission-line galaxy ; NGC 2613 
Galaxy in Group of Galaxies ; NGC 2614 
Emission-line galaxy ; NGC 2615 
Galaxy in Group of Galaxies ; NGC 2616 
Seyfert 1 Galaxy ; NGC 2617 
Galaxy ; NGC 2618 
Seyfert 2 Galaxy ; NGC 2619 
LINER-type Active Galaxy Nucleus ; NGC 2620 
LINER-type Active Galaxy Nucleus ; NGC 2621 
Seyfert 1 Galaxy ; NGC 2622 
LINER-type Active Galaxy Nucleus ; NGC 2623 
LINER-type Active Galaxy Nucleus ; NGC 2624 
Galaxy in Group of Galaxies ; NGC 2625 
Reflection Nebula ; NGC 2626 
Open (galactic) Cluster ; NGC 2627 
Seyfert 2 Galaxy ; NGC 2628 
Galaxy in Group of Galaxies ; NGC 2629 
Galaxy in Group of Galaxies ; NGC 2630 
Open (galactic) Cluster ; NGC 2632 
Galaxy in Pair of Galaxies ; NGC 2633 
Galaxy in Pair of Galaxies ; NGC 2634 
Open (galactic) Cluster ; NGC 2635 
Galaxy in Group of Galaxies ; NGC 2636 
Galaxy ; NGC 2637 
LINER-type Active Galaxy Nucleus ; NGC 2638 
Seyfert 2 Galaxy ; NGC 2639 
Galaxy ; NGC 2640 
Galaxy in Group of Galaxies ; NGC 2641 
Emission-line galaxy ; NGC 2642 
Galaxy ; NGC 2643 
Galaxy ; NGC 2644 
Open (galactic) Cluster ; NGC 2645 
Galaxy in Group of Galaxies ; NGC 2646 
Galaxy ; NGC 2647 
Galaxy in Pair of Galaxies ; NGC 2648 
Galaxy ; NGC 2649 
Active Galaxy Nucleus ; NGC 2650 
Active Galaxy Nucleus ; NGC 2651 
Seyfert Galaxy ; NGC 2654 
LINER-type Active Galaxy Nucleus ; NGC 2655 
Brightest galaxy in a Cluster (BCG) ; NGC 2656 
Galaxy ; NGC 2657 
Open (galactic) Cluster ; NGC 2658 
Open (galactic) Cluster ; NGC 2659 
Open (galactic) Cluster ; NGC 2660 
Emission-line galaxy ; NGC 2661 
Galaxy ; NGC 2662 
Galaxy in Group of Galaxies ; NGC 2663 
Open (galactic) Cluster ; NGC 2664 
Emission-line galaxy ; NGC 2665 
Possible (open) star cluster ; NGC 2666 
Galaxy in Group of Galaxies ; NGC 2667 
LINER-type Active Galaxy Nucleus ; NGC 2668 
Open (galactic) Cluster ; NGC 2669 
Open (galactic) Cluster ; NGC 2670 
Open (galactic) Cluster ; NGC 2671 
Interacting Galaxies ; NGC 2672 
Galaxy in Pair of Galaxies ; NGC 2673 
Galaxy ; NGC 2674 
LINER-type Active Galaxy Nucleus ; NGC 2675 
Active Galaxy Nucleus ; NGC 2676 
Galaxy in Group of Galaxies ; NGC 2677 
Open (galactic) Cluster ; NGC 2678 
Galaxy in Pair of Galaxies ; NGC 2679 
Double or multiple star ; NGC 2680 
LINER-type Active Galaxy Nucleus ; NGC 2681 
Open (galactic) Cluster ; NGC 2682 
Active Galaxy Nucleus ; NGC 2683 
Galaxy in Group of Galaxies ; NGC 2684 
Seyfert 2 Galaxy ; NGC 2685 
Brightest galaxy in a Cluster (BCG) ; NGC 2686 
Galaxy ; NGC 2687 
Galaxy ; NGC 2688 
Galaxy ; NGC 2689 
Galaxy in Group of Galaxies ; NGC 2690 
Active Galaxy Nucleus ; NGC 2691 
LINER-type Active Galaxy Nucleus ; NGC 2692 
Galaxy in Group of Galaxies ; NGC 2693 
Galaxy ; NGC 2694 
Galaxy in Group of Galaxies ; NGC 2695 
Galaxy in Group of Galaxies ; NGC 2697 
Galaxy in Group of Galaxies ; NGC 2698 
Galaxy in Group of Galaxies ; NGC 2699 
Galaxy ; NGC 2701 
LINER-type Active Galaxy Nucleus ; NGC 2704 
Galaxy in Group of Galaxies ; NGC 2706 
Emission-line galaxy ; NGC 2708 
Galaxy in Group of Galaxies ; NGC 2709 
Galaxy ; NGC 2710 
Radio Galaxy ; NGC 2711 
Galaxy ; NGC 2712 
LINER-type Active Galaxy Nucleus ; NGC 2713 
Galaxy in Group of Galaxies ; NGC 2714 
Galaxy in Group of Galaxies ; NGC 2715 
LINER-type Active Galaxy Nucleus ; NGC 2716 
Galaxy ; NGC 2717 
Active Galaxy Nucleus ; NGC 2718 
Low Surface Brightness Galaxy ; NGC 2719 
Galaxy ; NGC 2720 
Emission-line galaxy ; NGC 2721 
Emission-line galaxy ; NGC 2722 
Galaxy in Group of Galaxies ; NGC 2723 
Low Surface Brightness Galaxy ; NGC 2724 
Galaxy ; NGC 2725 
Galaxy in Group of Galaxies ; NGC 2726 
Galaxy ; NGC 2728 
Galaxy in Group of Galaxies ; NGC 2729 
Radio Galaxy ; NGC 2730 
Galaxy ; NGC 2731 
Galaxy in Pair of Galaxies ; NGC 2732 
Galaxy ; NGC 2734 
Galaxy in Pair of Galaxies ; NGC 2735 
HII (ionized) region ; NGC 2736 
Galaxy in Group of Galaxies ; NGC 2737 
Radio Galaxy ; NGC 2738 
Galaxy ; NGC 2739 
Galaxy ; NGC 2740 
Radio Galaxy ; NGC 2741 
Galaxy in Group of Galaxies ; NGC 2743 
Galaxy in Group of Galaxies ; NGC 2744 
Galaxy in Group of Galaxies ; NGC 2745 
LINER-type Active Galaxy Nucleus ; NGC 2746 
Galaxy in Group of Galaxies ; NGC 2747 
Galaxy in Group of Galaxies ; NGC 2748 
Galaxy in Group of Galaxies ; NGC 2749 
Galaxy in Pair of Galaxies ; NGC 2750 
LINER-type Active Galaxy Nucleus ; NGC 2751 
LINER-type Active Galaxy Nucleus ; NGC 2752 
Galaxy in Group of Galaxies ; NGC 2753 
Galaxy in Group of Galaxies ; NGC 2754 
Radio Galaxy ; NGC 2755 
Galaxy ; NGC 2756 
Emission-line galaxy ; NGC 2758 
Galaxy in Group of Galaxies ; NGC 2759 
Radio Galaxy ; NGC 2761 
Galaxy ; NGC 2762 
Emission-line galaxy ; NGC 2763 
Galaxy in Group of Galaxies ; NGC 2764 
Galaxy in Group of Galaxies ; NGC 2765 
LINER-type Active Galaxy Nucleus ; NGC 2766 
Galaxy in Group of Galaxies ; NGC 2767 
Seyfert Galaxy ; NGC 2768 
LINER-type Active Galaxy Nucleus ; NGC 2769 
Galaxy in Group of Galaxies ; NGC 2770 
LINER-type Active Galaxy Nucleus ; NGC 2771 
Emission-line galaxy ; NGC 2772 
Radio Galaxy ; NGC 2773 
LINER-type Active Galaxy Nucleus ; NGC 2774 
Galaxy ; NGC 2775 
Active Galaxy Nucleus ; NGC 2776 
Galaxy ; NGC 2777 
Galaxy in Pair of Galaxies ; NGC 2778 
Galaxy in Pair of Galaxies ; NGC 2779 
Galaxy in Pair of Galaxies ; NGC 2780 
Galaxy in Group of Galaxies ; NGC 2781 
Seyfert 2 Galaxy ; NGC 2782 
Active Galaxy Nucleus ; NGC 2783 
Galaxy ; NGC 2784 
Galaxy in Pair of Galaxies ; NGC 2785 
LINER-type Active Galaxy Nucleus ; NGC 2786 
LINER-type Active Galaxy Nucleus ; NGC 2787 
Galaxy ; NGC 2788 
Radio Galaxy ; NGC 2789 
Radio Galaxy ; NGC 2790 
Emission-line galaxy ; NGC 2791 
Planetary Nebula ; NGC 2792 
Galaxy in Cluster of Galaxies ; NGC 2793 
LINER-type Active Galaxy Nucleus ; NGC 2794 
Radio Galaxy ; NGC 2795 
Active Galaxy Nucleus ; NGC 2796 
Galaxy in Group of Galaxies ; NGC 2797 
Galaxy in Pair of Galaxies ; NGC 2798 
Galaxy in Pair of Galaxies ; NGC 2799 
Galaxy ; NGC 2800 
Galaxy in Group of Galaxies ; NGC 2801 
Galaxy ; NGC 2802 
Galaxy ; NGC 2803 
LINER-type Active Galaxy Nucleus ; NGC 2804 
Galaxy in Pair of Galaxies ; NGC 2805 
Galaxy in Group of Galaxies ; NGC 2806 
Galaxy in Group of Galaxies ; NGC 2807 
Globular Cluster ; NGC 2808 
Galaxy in Group of Galaxies ; NGC 2809 
Galaxy ; NGC 2810 
Galaxy in Group of Galaxies ; NGC 2811 
Galaxy in Group of Galaxies ; NGC 2812 
Galaxy in Group of Galaxies ; NGC 2813 
Galaxy in Pair of Galaxies ; NGC 2814 
Emission-line galaxy ; NGC 2815 
Galaxy in Group of Galaxies ; NGC 2816 
Galaxy ; NGC 2817 
Planetary Nebula ; NGC 2818 
LINER-type Active Galaxy Nucleus ; NGC 2819 
Galaxy in Pair of Galaxies ; NGC 2820 
Emission-line galaxy ; NGC 2821 
Galaxy ; NGC 2822 
Radio Galaxy ; NGC 2823 
Active Galaxy Nucleus ; NGC 2824 
Galaxy in Group of Galaxies ; NGC 2825 
Galaxy in Group of Galaxies ; NGC 2826 
Galaxy in Group of Galaxies ; NGC 2827 
Galaxy in Group of Galaxies ; NGC 2828 
Galaxy ; NGC 2829 
Seyfert 2 Galaxy ; NGC 2830 
Radio Galaxy ; NGC 2831 
Brightest galaxy in a Cluster (BCG) ; NGC 2832 
Galaxy in Group of Galaxies ; NGC 2833 
Galaxy in Group of Galaxies ; NGC 2834 
Emission-line galaxy ; NGC 2835 
Galaxy ; NGC 2836 
LINER-type Active Galaxy Nucleus ; NGC 2838 
LINER-type Active Galaxy Nucleus ; NGC 2839 
LINER-type Active Galaxy Nucleus ; NGC 2840 
LINER-type Active Galaxy Nucleus ; NGC 2841 
Galaxy in Group of Galaxies ; NGC 2842 
Galaxy ; NGC 2843 
Galaxy in Group of Galaxies ; NGC 2844 
Galaxy ; NGC 2845 
Emission-line galaxy ; NGC 2848 
Open (galactic) Cluster ; NGC 2849 
Galaxy ; NGC 2850 
Galaxy ; NGC 2851 
Galaxy in Pair of Galaxies ; NGC 2852 
Galaxy in Pair of Galaxies ; NGC 2853 
Galaxy in Pair of Galaxies ; NGC 2854 
Galaxy ; NGC 2855 
Galaxy in Pair of Galaxies ; NGC 2856 
LINER-type Active Galaxy Nucleus ; NGC 2857 
Galaxy in Cluster of Galaxies ; NGC 2858 
Galaxy ; NGC 2859 
Possible Quasar ; NGC 2860 
LINER-type Active Galaxy Nucleus ; NGC 2861 
Seyfert Galaxy ; NGC 2862 
Galaxy ; NGC 2863 
Galaxy ; NGC 2864 
Galaxy in Group of Galaxies ; NGC 2865 
Open (galactic) Cluster ; NGC 2866 
Planetary Nebula ; NGC 2867 
Galaxy ; NGC 2868 
Galaxy ; NGC 2870 
Interacting Galaxies ; NGC 2872 
Galaxy ; NGC 2873 
LINER-type Active Galaxy Nucleus ; NGC 2874 
Galaxy in Group of Galaxies ; NGC 2876 
Radio Galaxy ; NGC 2877 
Galaxy in Group of Galaxies ; NGC 2878 
Galaxy in Group of Galaxies ; NGC 2880 
Emission-line galaxy ; NGC 2881 
Galaxy in Group of Galaxies ; NGC 2882 
Galaxy ; NGC 2883 
Galaxy ; NGC 2884 
Seyfert 1 Galaxy ; NGC 2885 
Galaxy in Group of Galaxies ; NGC 2887 
Galaxy in Group of Galaxies ; NGC 2888 
Galaxy in Group of Galaxies ; NGC 2889 
Galaxy ; NGC 2890 
Galaxy in Group of Galaxies ; NGC 2891 
Radio Galaxy ; NGC 2892 
Galaxy ; NGC 2893 
Galaxy in Group of Galaxies ; NGC 2894 
Radio Galaxy ; NGC 2895 
Galaxy ; NGC 2896 
Galaxy in Group of Galaxies ; NGC 2897 
LINER-type Active Galaxy Nucleus ; NGC 2898 
Planetary Nebula ; NGC 2899 
Emission-line galaxy ; NGC 2900 
Galaxy in Group of Galaxies ; NGC 2902 
Galaxy in Group of Galaxies ; NGC 2904 
HII Galaxy ; NGC 2905 
Galaxy in Group of Galaxies ; NGC 2906 
LINER-type Active Galaxy Nucleus ; NGC 2907 
Galaxy ; NGC 2908 
Galaxy ; NGC 2909 
Open (galactic) Cluster ; NGC 2910 
LINER-type Active Galaxy Nucleus ; NGC 2911 
Galaxy ; NGC 2912 
Galaxy in Group of Galaxies ; NGC 2913 
LINER-type Active Galaxy Nucleus ; NGC 2914 
Galaxy ; NGC 2915 
Seyfert 2 Galaxy ; NGC 2916 
Galaxy ; NGC 2917 
Galaxy in Group of Galaxies ; NGC 2918 
Galaxy in Group of Galaxies ; NGC 2919 
Galaxy ; NGC 2920 
Galaxy ; NGC 2921 
Emission-line galaxy ; NGC 2922 
Galaxy in Group of Galaxies ; NGC 2923 
Galaxy in Group of Galaxies ; NGC 2924 
Open (galactic) Cluster ; NGC 2925 
Galaxy in Group of Galaxies ; NGC 2926 
Radio Galaxy ; NGC 2927 
Galaxy in Group of Galaxies ; NGC 2928 
Galaxy in Group of Galaxies ; NGC 2929 
Emission-line galaxy ; NGC 2930 
Galaxy ; NGC 2931 
Pair of Galaxies ; NGC 2933 
Galaxy ; NGC 2934 
Emission-line galaxy ; NGC 2935 
Radio Galaxy ; NGC 2936 
Galaxy ; NGC 2937 
Galaxy ; NGC 2938 
Radio Galaxy ; NGC 2939 
Galaxy in Pair of Galaxies ; NGC 2940 
Galaxy in Group of Galaxies ; NGC 2941 
Galaxy in Group of Galaxies ; NGC 2942 
Galaxy in Group of Galaxies ; NGC 2943 
Interacting Galaxies ; NGC 2944 
Active Galaxy Nucleus ; NGC 2945 
Radio Galaxy ; NGC 2946 
Galaxy in Group of Galaxies ; NGC 2947 
Emission-line galaxy ; NGC 2948 
Galaxy ; NGC 2949 
Galaxy ; NGC 2950 
Galaxy ; NGC 2951 
Galaxy ; NGC 2952 
LINER-type Active Galaxy Nucleus ; NGC 2954 
Galaxy in Group of Galaxies ; NGC 2955 
Galaxy ; NGC 2956 
Pair of Galaxies ; NGC 2957 
Radio Galaxy ; NGC 2958 
LINER-type Active Galaxy Nucleus ; NGC 2959 
Seyfert Galaxy ; NGC 2960 
Galaxy in Pair of Galaxies ; NGC 2961 
Galaxy in Pair of Galaxies ; NGC 2962 
Galaxy ; NGC 2963 
Galaxy in Pair of Galaxies ; NGC 2964 
Quasar ; NGC 2965 
Galaxy in Pair of Galaxies ; NGC 2966 
